left,right,jaccard
pg_relation-probes_rel_category_member_copper_7ab415f040,pg_relation-probes_rel_category_member_cobra_1730bbd63d,0.8141592920353983
pg_relation-probes_rel_category_member_carrot_ea56bd5405,pg_relation-probes_rel_category_member_cobra_1730bbd63d,0.8482142857142857
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_apple_67221c4511,0.808695652173913
pg_relation-probes_rel_category_member_oak_0fc6e4fed8,pg_relation-probes_rel_category_member_apple_67221c4511,0.8558558558558559
pg_relation-probes_rel_category_member_rose_963a56af69,pg_relation-probes_rel_category_member_apple_67221c4511,0.8392857142857143
pg_relation-probes_rel_category_member_sparrow_78db6935a2,pg_relation-probes_rel_category_member_apple_67221c4511,0.8017241379310345
pg_relation-probes_rel_category_member_copper_7ab415f040,pg_relation-probes_rel_category_member_apple_67221c4511,0.8070175438596491
pg_relation-probes_rel_category_member_carrot_ea56bd5405,pg_relation-probes_rel_category_member_apple_67221c4511,0.808695652173913
pg_relation-probes_rel_category_member_cobra_1730bbd63d,pg_relation-probes_rel_category_member_apple_67221c4511,0.8157894736842105
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.8392857142857143
pg_relation-probes_rel_category_member_oak_0fc6e4fed8,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.8378378378378378
pg_relation-probes_rel_category_member_rose_963a56af69,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.8545454545454545
pg_relation-probes_rel_category_member_sparrow_78db6935a2,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.831858407079646
pg_relation-probes_rel_category_member_copper_7ab415f040,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.8214285714285714
pg_relation-probes_rel_category_member_carrot_ea56bd5405,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.8392857142857143
pg_relation-probes_rel_category_member_cobra_1730bbd63d,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.8468468468468469
pg_relation-probes_rel_category_member_apple_67221c4511,pg_relation-probes_rel_category_member_wasp_1c392d3861,0.8230088495575221
pg_relation-probes_rel_body_ears_2588f2aaa4,pg_relation-probes_rel_body_eyes_5af449f661,0.8611111111111112
pg_relation-probes_rel_body_ears_2588f2aaa4,pg_relation-probes_rel_body_nose_cfd331b9b5,0.8454545454545455
pg_relation-probes_rel_body_eyes_5af449f661,pg_relation-probes_rel_body_nose_cfd331b9b5,0.8703703703703703
pg_relation-probes_rel_body_ears_2588f2aaa4,pg_relation-probes_rel_body_tongue_de245969fd,0.8454545454545455
pg_relation-probes_rel_body_eyes_5af449f661,pg_relation-probes_rel_body_tongue_de245969fd,0.8703703703703703
pg_relation-probes_rel_body_nose_cfd331b9b5,pg_relation-probes_rel_body_tongue_de245969fd,0.8378378378378378
pg_relation-probes_rel_sequence_tuesday_1610222880,pg_relation-probes_rel_sequence_thursday_615806ee5b,0.821917808219178
pg_relation-probes_rel_material_paper_f0e7e3745d,pg_relation-probes_rel_material_wine_7940d1ba1d,0.8440366972477065
pg_relation-probes_rel_material_paper_f0e7e3745d,pg_relation-probes_rel_material_cheese_b875af404e,0.8288288288288288
pg_relation-probes_rel_material_wine_7940d1ba1d,pg_relation-probes_rel_material_cheese_b875af404e,0.8532110091743119
pg_relation-probes_rel_material_paper_f0e7e3745d,pg_relation-probes_rel_material_glass_755f27c748,0.8363636363636363
pg_relation-probes_rel_material_wine_7940d1ba1d,pg_relation-probes_rel_material_glass_755f27c748,0.8440366972477065
pg_relation-probes_rel_material_cheese_b875af404e,pg_relation-probes_rel_material_glass_755f27c748,0.8288288288288288
pg_relation-probes_rel_habitat_camel_cd9522c11e,pg_relation-probes_rel_habitat_whale_05b4bf7ecd,0.8378378378378378
pg_relation-probes_rel_habitat_camel_cd9522c11e,pg_relation-probes_rel_habitat_monkey_af2ff3b8db,0.8303571428571429
pg_relation-probes_rel_habitat_whale_05b4bf7ecd,pg_relation-probes_rel_habitat_monkey_af2ff3b8db,0.8303571428571429
pg_relation-probes_rel_habitat_camel_cd9522c11e,pg_relation-probes_rel_habitat_owl_840841b558,0.8454545454545455
pg_relation-probes_rel_habitat_whale_05b4bf7ecd,pg_relation-probes_rel_habitat_owl_840841b558,0.8288288288288288
pg_relation-probes_rel_habitat_monkey_af2ff3b8db,pg_relation-probes_rel_habitat_owl_840841b558,0.8214285714285714
