pair_key,ar_item_id,ro_item_id,content_identical
ar_execmode_ingest|i2|o0|letters|c0,ar-ar_execmode_ingest-i2-ar-o0-ll-c0-fe-5e50b9d755b5,ar-ar_execmode_ingest-i2-ro-o0-ll-c0-fx-e901fd6bbb28,1
ar_execmode_ingest|i2|o0|letters|c1,ar-ar_execmode_ingest-i2-ar-o0-ll-c1-fe-929195ab1d82,ar-ar_execmode_ingest-i2-ro-o0-ll-c1-fx-33181aff6816,1
ar_execmode_ingest|i2|o0|numbers|c0,ar-ar_execmode_ingest-i2-ar-o0-ln-c0-fe-4bf255d04f38,ar-ar_execmode_ingest-i2-ro-o0-ln-c0-fx-86dc49885126,1
ar_execmode_ingest|i2|o0|numbers|c1,ar-ar_execmode_ingest-i2-ar-o0-ln-c1-fe-2646f16d1d59,ar-ar_execmode_ingest-i2-ro-o0-ln-c1-fx-4391a605b11b,1
ar_execmode_ingest|i2|o1|letters|c0,ar-ar_execmode_ingest-i2-ar-o1-ll-c0-fe-d9975459b9e8,ar-ar_execmode_ingest-i2-ro-o1-ll-c0-fx-6765b7dd5c89,1
ar_execmode_ingest|i2|o1|letters|c1,ar-ar_execmode_ingest-i2-ar-o1-ll-c1-fe-17ca0971dc85,ar-ar_execmode_ingest-i2-ro-o1-ll-c1-fx-d1a92f7ea032,1
ar_execmode_ingest|i2|o1|numbers|c0,ar-ar_execmode_ingest-i2-ar-o1-ln-c0-fe-874efa39fc50,ar-ar_execmode_ingest-i2-ro-o1-ln-c0-fx-3dd340d88e5d,1
ar_execmode_ingest|i2|o1|numbers|c1,ar-ar_execmode_ingest-i2-ar-o1-ln-c1-fe-630d9fa09be1,ar-ar_execmode_ingest-i2-ro-o1-ln-c1-fx-f750d1b7eb73,1
ar_execmode_ingest|i3|o0|letters|c0,ar-ar_execmode_ingest-i3-ar-o0-ll-c0-fe-739b0ac70c79,ar-ar_execmode_ingest-i3-ro-o0-ll-c0-fx-fb33ca36c916,1
ar_execmode_ingest|i3|o0|letters|c1,ar-ar_execmode_ingest-i3-ar-o0-ll-c1-fe-f95b74de8959,ar-ar_execmode_ingest-i3-ro-o0-ll-c1-fx-6dd50e4c21ff,1
ar_execmode_ingest|i3|o0|numbers|c0,ar-ar_execmode_ingest-i3-ar-o0-ln-c0-fe-4bc7f50bac50,ar-ar_execmode_ingest-i3-ro-o0-ln-c0-fx-8fcad6d6df92,1
ar_execmode_ingest|i3|o0|numbers|c1,ar-ar_execmode_ingest-i3-ar-o0-ln-c1-fe-74b394d79352,ar-ar_execmode_ingest-i3-ro-o0-ln-c1-fx-a3ad04ba93e9,1
ar_execmode_ingest|i3|o1|letters|c0,ar-ar_execmode_ingest-i3-ar-o1-ll-c0-fe-27c5ec4310c6,ar-ar_execmode_ingest-i3-ro-o1-ll-c0-fx-4cc3016335c6,1
ar_execmode_ingest|i3|o1|letters|c1,ar-ar_execmode_ingest-i3-ar-o1-ll-c1-fe-7b68d8ad3cea,ar-ar_execmode_ingest-i3-ro-o1-ll-c1-fx-094fab06b5c0,1
ar_execmode_ingest|i3|o1|numbers|c0,ar-ar_execmode_ingest-i3-ar-o1-ln-c0-fe-4541ae3d1daf,ar-ar_execmode_ingest-i3-ro-o1-ln-c0-fx-9849b855d313,1
ar_execmode_ingest|i3|o1|numbers|c1,ar-ar_execmode_ingest-i3-ar-o1-ln-c1-fe-369fb2d4bb19,ar-ar_execmode_ingest-i3-ro-o1-ln-c1-fx-8a933ed72bc0,1
ar_execmode_ingest|i4|o0|letters|c0,ar-ar_execmode_ingest-i4-ar-o0-ll-c0-fe-8c525063291f,ar-ar_execmode_ingest-i4-ro-o0-ll-c0-fx-17bb1b8968a1,1
ar_execmode_ingest|i4|o0|letters|c1,ar-ar_execmode_ingest-i4-ar-o0-ll-c1-fe-977802e16f10,ar-ar_execmode_ingest-i4-ro-o0-ll-c1-fx-451df1508d21,1
ar_execmode_ingest|i4|o0|numbers|c0,ar-ar_execmode_ingest-i4-ar-o0-ln-c0-fe-ba7657e8d29a,ar-ar_execmode_ingest-i4-ro-o0-ln-c0-fx-a27b0392e87c,1
ar_execmode_ingest|i4|o0|numbers|c1,ar-ar_execmode_ingest-i4-ar-o0-ln-c1-fe-767604a5575f,ar-ar_execmode_ingest-i4-ro-o0-ln-c1-fx-7fc8f4afc06c,1
ar_execmode_ingest|i4|o1|letters|c0,ar-ar_execmode_ingest-i4-ar-o1-ll-c0-fe-fde0d4046865,ar-ar_execmode_ingest-i4-ro-o1-ll-c0-fx-0e86cdf48e4d,1
ar_execmode_ingest|i4|o1|letters|c1,ar-ar_execmode_ingest-i4-ar-o1-ll-c1-fe-210ab4c1786f,ar-ar_execmode_ingest-i4-ro-o1-ll-c1-fx-0596e9f079c0,1
ar_execmode_ingest|i4|o1|numbers|c0,ar-ar_execmode_ingest-i4-ar-o1-ln-c0-fe-d33d04d465ea,ar-ar_execmode_ingest-i4-ro-o1-ln-c0-fx-48879ff04835,1
ar_execmode_ingest|i4|o1|numbers|c1,ar-ar_execmode_ingest-i4-ar-o1-ln-c1-fe-344d6b6b4da4,ar-ar_execmode_ingest-i4-ro-o1-ln-c1-fx-a04e59041495,1
ar_execmode_migration|i0|o0|letters|c0,ar-ar_execmode_migration-i0-ar-o0-ll-c0-fe-2d6d0699f318,ar-ar_execmode_migration-i0-ro-o0-ll-c0-fx-2391ccae8aa4,1
ar_execmode_migration|i0|o0|letters|c1,ar-ar_execmode_migration-i0-ar-o0-ll-c1-fe-9a80c24fd928,ar-ar_execmode_migration-i0-ro-o0-ll-c1-fx-bbe366b4914f,1
ar_execmode_migration|i0|o0|numbers|c0,ar-ar_execmode_migration-i0-ar-o0-ln-c0-fe-be489dca3e5d,ar-ar_execmode_migration-i0-ro-o0-ln-c0-fx-3885c406e94f,1
ar_execmode_migration|i0|o0|numbers|c1,ar-ar_execmode_migration-i0-ar-o0-ln-c1-fe-9a5711fe270c,ar-ar_execmode_migration-i0-ro-o0-ln-c1-fx-e22b7fcad8f6,1
ar_execmode_migration|i0|o1|letters|c0,ar-ar_execmode_migration-i0-ar-o1-ll-c0-fe-25cc02e5cc8a,ar-ar_execmode_migration-i0-ro-o1-ll-c0-fx-c1bf4317c389,1
ar_execmode_migration|i0|o1|letters|c1,ar-ar_execmode_migration-i0-ar-o1-ll-c1-fe-9495db86f3c7,ar-ar_execmode_migration-i0-ro-o1-ll-c1-fx-bc5a8abb558e,1
ar_execmode_migration|i0|o1|numbers|c0,ar-ar_execmode_migration-i0-ar-o1-ln-c0-fe-8f036a4128f7,ar-ar_execmode_migration-i0-ro-o1-ln-c0-fx-083b3da3f0ff,1
ar_execmode_migration|i0|o1|numbers|c1,ar-ar_execmode_migration-i0-ar-o1-ln-c1-fe-681b02a6ac9c,ar-ar_execmode_migration-i0-ro-o1-ln-c1-fx-814a69588af0,1
ar_execmode_migration|i1|o0|letters|c0,ar-ar_execmode_migration-i1-ar-o0-ll-c0-fe-9c26583361dc,ar-ar_execmode_migration-i1-ro-o0-ll-c0-fx-7c42c278e0c9,1
ar_execmode_migration|i1|o0|letters|c1,ar-ar_execmode_migration-i1-ar-o0-ll-c1-fe-457b2c43bd26,ar-ar_execmode_migration-i1-ro-o0-ll-c1-fx-f812b496d965,1
ar_execmode_migration|i1|o0|numbers|c0,ar-ar_execmode_migration-i1-ar-o0-ln-c0-fe-4f6aad81fdaf,ar-ar_execmode_migration-i1-ro-o0-ln-c0-fx-45945843e0da,1
ar_execmode_migration|i1|o0|numbers|c1,ar-ar_execmode_migration-i1-ar-o0-ln-c1-fe-a86519279375,ar-ar_execmode_migration-i1-ro-o0-ln-c1-fx-53e8b4bd66db,1
ar_execmode_migration|i1|o1|letters|c0,ar-ar_execmode_migration-i1-ar-o1-ll-c0-fe-9cf3bc204a56,ar-ar_execmode_migration-i1-ro-o1-ll-c0-fx-3a6acfb9bd4f,1
ar_execmode_migration|i1|o1|letters|c1,ar-ar_execmode_migration-i1-ar-o1-ll-c1-fe-f0bde1ea0b86,ar-ar_execmode_migration-i1-ro-o1-ll-c1-fx-f6ffd4511ab0,1
ar_execmode_migration|i1|o1|numbers|c0,ar-ar_execmode_migration-i1-ar-o1-ln-c0-fe-9fe9049338ed,ar-ar_execmode_migration-i1-ro-o1-ln-c0-fx-d31eda77acda,1
ar_execmode_migration|i1|o1|numbers|c1,ar-ar_execmode_migration-i1-ar-o1-ln-c1-fe-4993230eeebb,ar-ar_execmode_migration-i1-ro-o1-ln-c1-fx-5bcffae80789,1
ar_execmode_migration|i2|o0|letters|c0,ar-ar_execmode_migration-i2-ar-o0-ll-c0-fe-36a76d014710,ar-ar_execmode_migration-i2-ro-o0-ll-c0-fx-8f9c76fb665f,1
ar_execmode_migration|i2|o0|letters|c1,ar-ar_execmode_migration-i2-ar-o0-ll-c1-fe-8ef04674aecd,ar-ar_execmode_migration-i2-ro-o0-ll-c1-fx-41635388979d,1
ar_execmode_migration|i2|o0|numbers|c0,ar-ar_execmode_migration-i2-ar-o0-ln-c0-fe-be8aefd90089,ar-ar_execmode_migration-i2-ro-o0-ln-c0-fx-ce893a81f7c0,1
ar_execmode_migration|i2|o0|numbers|c1,ar-ar_execmode_migration-i2-ar-o0-ln-c1-fe-651a3c0e8861,ar-ar_execmode_migration-i2-ro-o0-ln-c1-fx-cb6d35f6c806,1
ar_execmode_migration|i2|o1|letters|c0,ar-ar_execmode_migration-i2-ar-o1-ll-c0-fe-a23753587b3c,ar-ar_execmode_migration-i2-ro-o1-ll-c0-fx-00bedda99b0e,1
ar_execmode_migration|i2|o1|letters|c1,ar-ar_execmode_migration-i2-ar-o1-ll-c1-fe-34d76d6c3af1,ar-ar_execmode_migration-i2-ro-o1-ll-c1-fx-036e5961753c,1
ar_execmode_migration|i2|o1|numbers|c0,ar-ar_execmode_migration-i2-ar-o1-ln-c0-fe-6623cc0020f0,ar-ar_execmode_migration-i2-ro-o1-ln-c0-fx-d75d6c73eb13,1
ar_execmode_migration|i2|o1|numbers|c1,ar-ar_execmode_migration-i2-ar-o1-ln-c1-fe-d3e2338365d6,ar-ar_execmode_migration-i2-ro-o1-ln-c1-fx-b4656d9d2736,1
ar_execmode_migration|i3|o0|letters|c0,ar-ar_execmode_migration-i3-ar-o0-ll-c0-fe-4c7231e1906b,ar-ar_execmode_migration-i3-ro-o0-ll-c0-fx-ff680238dfdb,1
ar_execmode_migration|i3|o0|letters|c1,ar-ar_execmode_migration-i3-ar-o0-ll-c1-fe-7fd0fad3bd7c,ar-ar_execmode_migration-i3-ro-o0-ll-c1-fx-ef25e7dc333d,1
ar_execmode_migration|i3|o0|numbers|c0,ar-ar_execmode_migration-i3-ar-o0-ln-c0-fe-155c494ed2f5,ar-ar_execmode_migration-i3-ro-o0-ln-c0-fx-06809a76ad02,1
ar_execmode_migration|i3|o0|numbers|c1,ar-ar_execmode_migration-i3-ar-o0-ln-c1-fe-154eaee60a7c,ar-ar_execmode_migration-i3-ro-o0-ln-c1-fx-017a0fa0a4e3,1
ar_execmode_migration|i3|o1|letters|c0,ar-ar_execmode_migration-i3-ar-o1-ll-c0-fe-f7146f2ec4ae,ar-ar_execmode_migration-i3-ro-o1-ll-c0-fx-7d3a9750216d,1
ar_execmode_migration|i3|o1|letters|c1,ar-ar_execmode_migration-i3-ar-o1-ll-c1-fe-aafcf1369d1c,ar-ar_execmode_migration-i3-ro-o1-ll-c1-fx-c2b1b9492f81,1
ar_execmode_migration|i3|o1|numbers|c0,ar-ar_execmode_migration-i3-ar-o1-ln-c0-fe-871c3ca1aea6,ar-ar_execmode_migration-i3-ro-o1-ln-c0-fx-a79fa9e588ba,1
ar_execmode_migration|i3|o1|numbers|c1,ar-ar_execmode_migration-i3-ar-o1-ln-c1-fe-44eefcbde15f,ar-ar_execmode_migration-i3-ro-o1-ln-c1-fx-e98d9646f27d,1
ar_execmode_migration|i4|o0|letters|c0,ar-ar_execmode_migration-i4-ar-o0-ll-c0-fe-c454fc69f0b8,ar-ar_execmode_migration-i4-ro-o0-ll-c0-fx-d38d08d767ff,1
ar_execmode_migration|i4|o0|letters|c1,ar-ar_execmode_migration-i4-ar-o0-ll-c1-fe-12e112f754ef,ar-ar_execmode_migration-i4-ro-o0-ll-c1-fx-62d54f169ef6,1
ar_execmode_migration|i4|o0|numbers|c0,ar-ar_execmode_migration-i4-ar-o0-ln-c0-fe-b7c18ef49ba7,ar-ar_execmode_migration-i4-ro-o0-ln-c0-fx-aa0a4d8ea50d,1
ar_execmode_migration|i4|o0|numbers|c1,ar-ar_execmode_migration-i4-ar-o0-ln-c1-fe-a84d8c664964,ar-ar_execmode_migration-i4-ro-o0-ln-c1-fx-91ef34314687,1
ar_execmode_migration|i4|o1|letters|c0,ar-ar_execmode_migration-i4-ar-o1-ll-c0-fe-9674af744bd3,ar-ar_execmode_migration-i4-ro-o1-ll-c0-fx-f3e98cc4b6db,1
ar_execmode_migration|i4|o1|letters|c1,ar-ar_execmode_migration-i4-ar-o1-ll-c1-fe-b0d2fd14f680,ar-ar_execmode_migration-i4-ro-o1-ll-c1-fx-142ebb01d125,1
ar_execmode_migration|i4|o1|numbers|c0,ar-ar_execmode_migration-i4-ar-o1-ln-c0-fe-4f9a8f863d1b,ar-ar_execmode_migration-i4-ro-o1-ln-c0-fx-83636a7cc98b,1
ar_execmode_migration|i4|o1|numbers|c1,ar-ar_execmode_migration-i4-ar-o1-ln-c1-fe-baf6409e85e5,ar-ar_execmode_migration-i4-ro-o1-ln-c1-fx-4c56d4da3470,1
ar_taskorder_setup|i0|o0|letters|c0,ar-ar_taskorder_setup-i0-ar-o0-ll-c0-fe-723cd9e41873,ar-ar_taskorder_setup-i0-ro-o0-ll-c0-fx-07f13518540a,1
ar_taskorder_setup|i0|o0|letters|c1,ar-ar_taskorder_setup-i0-ar-o0-ll-c1-fe-1af68c78ae70,ar-ar_taskorder_setup-i0-ro-o0-ll-c1-fx-6a26b09a11ef,1
ar_taskorder_setup|i0|o0|numbers|c0,ar-ar_taskorder_setup-i0-ar-o0-ln-c0-fe-371b26a26fb3,ar-ar_taskorder_setup-i0-ro-o0-ln-c0-fx-a8288f02cafc,1
ar_taskorder_setup|i0|o0|numbers|c1,ar-ar_taskorder_setup-i0-ar-o0-ln-c1-fe-48bfdd5ec608,ar-ar_taskorder_setup-i0-ro-o0-ln-c1-fx-2c07df07907a,1
ar_taskorder_setup|i0|o1|letters|c0,ar-ar_taskorder_setup-i0-ar-o1-ll-c0-fe-3c502cb21fd8,ar-ar_taskorder_setup-i0-ro-o1-ll-c0-fx-28b99337a913,1
ar_taskorder_setup|i0|o1|letters|c1,ar-ar_taskorder_setup-i0-ar-o1-ll-c1-fe-1d4b285f5699,ar-ar_taskorder_setup-i0-ro-o1-ll-c1-fx-6ce27f7a75d0,1
ar_taskorder_setup|i0|o1|numbers|c0,ar-ar_taskorder_setup-i0-ar-o1-ln-c0-fe-303c0f066fc9,ar-ar_taskorder_setup-i0-ro-o1-ln-c0-fx-5ad961a61084,1
ar_taskorder_setup|i0|o1|numbers|c1,ar-ar_taskorder_setup-i0-ar-o1-ln-c1-fe-40be6f36015a,ar-ar_taskorder_setup-i0-ro-o1-ln-c1-fx-53a32c47279c,1
ar_taskorder_setup|i1|o0|letters|c0,ar-ar_taskorder_setup-i1-ar-o0-ll-c0-fe-54547f58bdb9,ar-ar_taskorder_setup-i1-ro-o0-ll-c0-fx-de639b9bcf9e,1
ar_taskorder_setup|i1|o0|letters|c1,ar-ar_taskorder_setup-i1-ar-o0-ll-c1-fe-3b61686e5e1f,ar-ar_taskorder_setup-i1-ro-o0-ll-c1-fx-852d57f62455,1
ar_taskorder_setup|i1|o0|numbers|c0,ar-ar_taskorder_setup-i1-ar-o0-ln-c0-fe-2c513ff18d2d,ar-ar_taskorder_setup-i1-ro-o0-ln-c0-fx-7dbf18ee5603,1
ar_taskorder_setup|i1|o0|numbers|c1,ar-ar_taskorder_setup-i1-ar-o0-ln-c1-fe-58e3352ac1cf,ar-ar_taskorder_setup-i1-ro-o0-ln-c1-fx-cc4aa17c5506,1
ar_taskorder_setup|i1|o1|letters|c0,ar-ar_taskorder_setup-i1-ar-o1-ll-c0-fe-b4a5ce287a7c,ar-ar_taskorder_setup-i1-ro-o1-ll-c0-fx-95e6771424f4,1
ar_taskorder_setup|i1|o1|letters|c1,ar-ar_taskorder_setup-i1-ar-o1-ll-c1-fe-b205110ebc95,ar-ar_taskorder_setup-i1-ro-o1-ll-c1-fx-028cc6811eac,1
ar_taskorder_setup|i1|o1|numbers|c0,ar-ar_taskorder_setup-i1-ar-o1-ln-c0-fe-ba5a602843a7,ar-ar_taskorder_setup-i1-ro-o1-ln-c0-fx-2db61e752510,1
ar_taskorder_setup|i1|o1|numbers|c1,ar-ar_taskorder_setup-i1-ar-o1-ln-c1-fe-62ff164add86,ar-ar_taskorder_setup-i1-ro-o1-ln-c1-fx-82e86ca247da,1
ar_taskorder_setup|i2|o0|letters|c0,ar-ar_taskorder_setup-i2-ar-o0-ll-c0-fe-3e12e0ea1a3d,ar-ar_taskorder_setup-i2-ro-o0-ll-c0-fx-40b66c8a633b,1
ar_taskorder_setup|i2|o0|letters|c1,ar-ar_taskorder_setup-i2-ar-o0-ll-c1-fe-967b4f8d7822,ar-ar_taskorder_setup-i2-ro-o0-ll-c1-fx-c5c4ffcff42b,1
ar_taskorder_setup|i2|o0|numbers|c0,ar-ar_taskorder_setup-i2-ar-o0-ln-c0-fe-560fb07339af,ar-ar_taskorder_setup-i2-ro-o0-ln-c0-fx-1ff20fd39f90,1
ar_taskorder_setup|i2|o0|numbers|c1,ar-ar_taskorder_setup-i2-ar-o0-ln-c1-fe-960794cb8e2e,ar-ar_taskorder_setup-i2-ro-o0-ln-c1-fx-5ead4d07107b,1
ar_taskorder_setup|i2|o1|letters|c0,ar-ar_taskorder_setup-i2-ar-o1-ll-c0-fe-5e44e7ea5917,ar-ar_taskorder_setup-i2-ro-o1-ll-c0-fx-d3f2d891b8e5,1
ar_taskorder_setup|i2|o1|letters|c1,ar-ar_taskorder_setup-i2-ar-o1-ll-c1-fe-3eb798059bc4,ar-ar_taskorder_setup-i2-ro-o1-ll-c1-fx-a914eddd74c2,1
ar_taskorder_setup|i2|o1|numbers|c0,ar-ar_taskorder_setup-i2-ar-o1-ln-c0-fe-601a04c169c4,ar-ar_taskorder_setup-i2-ro-o1-ln-c0-fx-563829f92487,1
ar_taskorder_setup|i2|o1|numbers|c1,ar-ar_taskorder_setup-i2-ar-o1-ln-c1-fe-c166df7d56c5,ar-ar_taskorder_setup-i2-ro-o1-ln-c1-fx-e97ee03cdc3d,1
ar_taskorder_setup|i3|o0|letters|c0,ar-ar_taskorder_setup-i3-ar-o0-ll-c0-fe-7e85aafda294,ar-ar_taskorder_setup-i3-ro-o0-ll-c0-fx-f86780a7c2bb,1
ar_taskorder_setup|i3|o0|letters|c1,ar-ar_taskorder_setup-i3-ar-o0-ll-c1-fe-0ec51b10126b,ar-ar_taskorder_setup-i3-ro-o0-ll-c1-fx-c11ee5a6c152,1
ar_taskorder_setup|i3|o0|numbers|c0,ar-ar_taskorder_setup-i3-ar-o0-ln-c0-fe-76e6308b1364,ar-ar_taskorder_setup-i3-ro-o0-ln-c0-fx-eb27b48eeb43,1
ar_taskorder_setup|i3|o0|numbers|c1,ar-ar_taskorder_setup-i3-ar-o0-ln-c1-fe-bd9ea84d2910,ar-ar_taskorder_setup-i3-ro-o0-ln-c1-fx-2b8701bcdfa5,1
ar_taskorder_setup|i3|o1|letters|c0,ar-ar_taskorder_setup-i3-ar-o1-ll-c0-fe-b7e8b875c98e,ar-ar_taskorder_setup-i3-ro-o1-ll-c0-fx-88e7b5cb3218,1
ar_taskorder_setup|i3|o1|letters|c1,ar-ar_taskorder_setup-i3-ar-o1-ll-c1-fe-638e56e57387,ar-ar_taskorder_setup-i3-ro-o1-ll-c1-fx-fd63ea2e50fe,1
ar_taskorder_setup|i3|o1|numbers|c0,ar-ar_taskorder_setup-i3-ar-o1-ln-c0-fe-bcd3c2f44ea7,ar-ar_taskorder_setup-i3-ro-o1-ln-c0-fx-c2a2890379dd,1
ar_taskorder_setup|i3|o1|numbers|c1,ar-ar_taskorder_setup-i3-ar-o1-ln-c1-fe-444700a1b099,ar-ar_taskorder_setup-i3-ro-o1-ln-c1-fx-c45194a6d20c,1
ar_taskorder_setup|i4|o0|letters|c0,ar-ar_taskorder_setup-i4-ar-o0-ll-c0-fe-039df45cddcb,ar-ar_taskorder_setup-i4-ro-o0-ll-c0-fx-ec214cbf3004,1
ar_taskorder_setup|i4|o0|letters|c1,ar-ar_taskorder_setup-i4-ar-o0-ll-c1-fe-f29d08adbd72,ar-ar_taskorder_setup-i4-ro-o0-ll-c1-fx-0010b65f2a85,1
ar_taskorder_setup|i4|o0|numbers|c0,ar-ar_taskorder_setup-i4-ar-o0-ln-c0-fe-5b270992ec84,ar-ar_taskorder_setup-i4-ro-o0-ln-c0-fx-853d9c4ccd7b,1
ar_taskorder_setup|i4|o0|numbers|c1,ar-ar_taskorder_setup-i4-ar-o0-ln-c1-fe-e96bb09f3927,ar-ar_taskorder_setup-i4-ro-o0-ln-c1-fx-aae4030ec57b,1
ar_taskorder_setup|i4|o1|letters|c0,ar-ar_taskorder_setup-i4-ar-o1-ll-c0-fe-b877f477b772,ar-ar_taskorder_setup-i4-ro-o1-ll-c0-fx-c525e1bf6a40,1
ar_taskorder_setup|i4|o1|letters|c1,ar-ar_taskorder_setup-i4-ar-o1-ll-c1-fe-f17f7afd5dd9,ar-ar_taskorder_setup-i4-ro-o1-ll-c1-fx-18e1ebb15931,1
ar_taskorder_setup|i4|o1|numbers|c0,ar-ar_taskorder_setup-i4-ar-o1-ln-c0-fe-3a2e58e83d45,ar-ar_taskorder_setup-i4-ro-o1-ln-c0-fx-bd0c13f8fc95,1
ar_taskorder_setup|i4|o1|numbers|c1,ar-ar_taskorder_setup-i4-ar-o1-ln-c1-fe-e857b133542c,ar-ar_taskorder_setup-i4-ro-o1-ln-c1-fx-e50575082e3e,1
ar_component_library|i0|o0|letters|c0,ar-ar_component_library-i0-ar-o0-ll-c0-fe-5e2bfab31ea4,ar-ar_component_library-i0-ro-o0-ll-c0-fx-e7c4499a3778,1
ar_component_library|i0|o0|letters|c1,ar-ar_component_library-i0-ar-o0-ll-c1-fe-d24e8eaf1456,ar-ar_component_library-i0-ro-o0-ll-c1-fx-c63ace27368d,1
ar_component_library|i0|o0|numbers|c0,ar-ar_component_library-i0-ar-o0-ln-c0-fe-6bf0303cebd1,ar-ar_component_library-i0-ro-o0-ln-c0-fx-da4f020603f1,1
ar_component_library|i0|o0|numbers|c1,ar-ar_component_library-i0-ar-o0-ln-c1-fe-06e09cf359cd,ar-ar_component_library-i0-ro-o0-ln-c1-fx-6f6b9250dc0e,1
ar_component_library|i0|o1|letters|c0,ar-ar_component_library-i0-ar-o1-ll-c0-fe-f63989a2b39b,ar-ar_component_library-i0-ro-o1-ll-c0-fx-481e66c32e30,1
ar_component_library|i0|o1|letters|c1,ar-ar_component_library-i0-ar-o1-ll-c1-fe-80bf61e06d39,ar-ar_component_library-i0-ro-o1-ll-c1-fx-688a9593a0b1,1
ar_component_library|i0|o1|numbers|c0,ar-ar_component_library-i0-ar-o1-ln-c0-fe-fe9a06f054b3,ar-ar_component_library-i0-ro-o1-ln-c0-fx-d7d9d8e6c7e9,1
ar_component_library|i0|o1|numbers|c1,ar-ar_component_library-i0-ar-o1-ln-c1-fe-42b5b7817db2,ar-ar_component_library-i0-ro-o1-ln-c1-fx-6df1ecad9e79,1
ar_component_library|i1|o0|letters|c0,ar-ar_component_library-i1-ar-o0-ll-c0-fe-2f6c762eb8e0,ar-ar_component_library-i1-ro-o0-ll-c0-fx-f3612d6ebd1d,1
ar_component_library|i1|o0|letters|c1,ar-ar_component_library-i1-ar-o0-ll-c1-fe-f59a39fd778f,ar-ar_component_library-i1-ro-o0-ll-c1-fx-739e2565fc4c,1
ar_component_library|i1|o0|numbers|c0,ar-ar_component_library-i1-ar-o0-ln-c0-fe-cea25174b402,ar-ar_component_library-i1-ro-o0-ln-c0-fx-a572953f80d8,1
ar_component_library|i1|o0|numbers|c1,ar-ar_component_library-i1-ar-o0-ln-c1-fe-9b2ad3080033,ar-ar_component_library-i1-ro-o0-ln-c1-fx-b576345b021c,1
ar_component_library|i1|o1|letters|c0,ar-ar_component_library-i1-ar-o1-ll-c0-fe-6c5dcf7e2f12,ar-ar_component_library-i1-ro-o1-ll-c0-fx-e4445a7e8464,1
ar_component_library|i1|o1|letters|c1,ar-ar_component_library-i1-ar-o1-ll-c1-fe-8d4c0d4e6858,ar-ar_component_library-i1-ro-o1-ll-c1-fx-c532222d6795,1
ar_component_library|i1|o1|numbers|c0,ar-ar_component_library-i1-ar-o1-ln-c0-fe-a189d06d0805,ar-ar_component_library-i1-ro-o1-ln-c0-fx-853085c5eebc,1
ar_component_library|i1|o1|numbers|c1,ar-ar_component_library-i1-ar-o1-ln-c1-fe-6058fe46172c,ar-ar_component_library-i1-ro-o1-ln-c1-fx-a3e134bc14c5,1
ar_component_library|i2|o0|letters|c0,ar-ar_component_library-i2-ar-o0-ll-c0-fe-26e779c0dfc5,ar-ar_component_library-i2-ro-o0-ll-c0-fx-e358db2a956f,1
ar_component_library|i2|o0|letters|c1,ar-ar_component_library-i2-ar-o0-ll-c1-fe-b1dcbc3ce9a2,ar-ar_component_library-i2-ro-o0-ll-c1-fx-284fe5e525ac,1
ar_component_library|i2|o0|numbers|c0,ar-ar_component_library-i2-ar-o0-ln-c0-fe-6d5cf3e81c98,ar-ar_component_library-i2-ro-o0-ln-c0-fx-3a86b351bd6d,1
ar_component_library|i2|o0|numbers|c1,ar-ar_component_library-i2-ar-o0-ln-c1-fe-d71caf2c4436,ar-ar_component_library-i2-ro-o0-ln-c1-fx-8b64876df484,1
ar_component_library|i2|o1|letters|c0,ar-ar_component_library-i2-ar-o1-ll-c0-fe-c3318c26c9ac,ar-ar_component_library-i2-ro-o1-ll-c0-fx-d0fe4702cb9f,1
ar_component_library|i2|o1|letters|c1,ar-ar_component_library-i2-ar-o1-ll-c1-fe-3a80f7dca21b,ar-ar_component_library-i2-ro-o1-ll-c1-fx-a9637a6a606a,1
ar_component_library|i2|o1|numbers|c0,ar-ar_component_library-i2-ar-o1-ln-c0-fe-3a9f9910ce6f,ar-ar_component_library-i2-ro-o1-ln-c0-fx-b6bb3c047210,1
ar_component_library|i2|o1|numbers|c1,ar-ar_component_library-i2-ar-o1-ln-c1-fe-8b2bbba3274a,ar-ar_component_library-i2-ro-o1-ln-c1-fx-4d2acd9926b9,1
ar_component_library|i3|o0|letters|c0,ar-ar_component_library-i3-ar-o0-ll-c0-fe-d3f1b57f3fe3,ar-ar_component_library-i3-ro-o0-ll-c0-fx-400f783997ab,1
ar_component_library|i3|o0|letters|c1,ar-ar_component_library-i3-ar-o0-ll-c1-fe-b38fa2e45ba2,ar-ar_component_library-i3-ro-o0-ll-c1-fx-f09066608693,1
ar_component_library|i3|o0|numbers|c0,ar-ar_component_library-i3-ar-o0-ln-c0-fe-96f363c55d86,ar-ar_component_library-i3-ro-o0-ln-c0-fx-d7c6d007a7a3,1
ar_component_library|i3|o0|numbers|c1,ar-ar_component_library-i3-ar-o0-ln-c1-fe-f520cdc82539,ar-ar_component_library-i3-ro-o0-ln-c1-fx-05353e11cbc1,1
ar_component_library|i3|o1|letters|c0,ar-ar_component_library-i3-ar-o1-ll-c0-fe-52041515cc1e,ar-ar_component_library-i3-ro-o1-ll-c0-fx-c529f1308c51,1
ar_component_library|i3|o1|letters|c1,ar-ar_component_library-i3-ar-o1-ll-c1-fe-a60d0c48616b,ar-ar_component_library-i3-ro-o1-ll-c1-fx-0666fd4298a8,1
